Title,Company,Location,Type,Level,YearsExp,Country,Skills,MinYearsExp,MaxYearsExp
Purchasing Assistant Manager (Indirect Materials...,SAVOLA, Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Supply Chain, Purchasing, Procurement, Industrial, Contracting, Buying, English, Computer Skills, Logistics/Supply Chain",3,6
Sales Representative - New Cairo,Antarmode, New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Females Only, Sales Skills, Sales Target, Fashion, English, Presentation Skills, Sales/Retail, Fashion",1,3
Sales Representative - Mohandessin,Antarmode, Giza,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Females Only, Sales Skills, Sales Target, Fashion, English, Presentation Skills, Sales/Retail, Fashion",1,3
Sales Representative - Mall Of Egypt,Antarmode, Giza,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Females Only, Sales Skills, Sales Target, Fashion, English, Presentation Skills, Sales/Retail, Fashion",1,3
Senior Digital Marketing Specialist,Microtech, Dokki,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Social Media, SWOT, Branding, Campaigns, Online Marketing, SEO, Online Strategies, Content, Business Administration, SEM",3,5
Sales Representative - Software Solutions,Confidential, New Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Information Technology (IT), Sales Skills, IT Sales, Online Sales, Indoor Sales, Corporate Sales, Software Products, Leads, English",1,5
Rider Care Supervisor,Nana, Sheraton,Full Time,Manager,5+ Yrs of Exp,Cairo,"Logistics, Supply Chain, Management, English, Google Suit, Computer Skills, Microsoft Office, Gulf, Logistics/Supply Chain",5,7
Internal Auditor,Pharaonia Pharma, Bourj Alarab,Full Time,Experienced,2-3 Yrs of Exp,Alexandria,"Financial Analysis, COSO, English, Finance, Accounting, Manufacturing, MS Office, Accounting/Finance",2,3
Production Section Head,Marcyrl Pharmaceutical Industry, Obour City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Production Sterile, Manufacturing, Management, English, Manufacturing/Production, Pharmaceutical",7,10
Senior Sales Associate,Azza Fahmy Jewellery, Cairo,Full Time,Shift Based,1-3 Yrs of Exp,Egypt,"2 Vacancies, Sales Skills, English, Sales Target, Jewelry, Sales/Retail",1,3
Sales Associate,Azza Fahmy Jewellery, Cairo,Full Time,Shift Based,0-2 Yrs of Exp,Egypt,"2 Vacancies, Sales Target, Sales Skills, English, Retail Sales, Jewelry, Customer Service, Sales/Retail",0,2
Marketing Specialist,Great Castle, Heliopolis,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Social Media, E-marketing, English, Marketing/PR/Advertising, Media/Journalism/Publishing",1,2
Receptionist / Front Office Admin,Canadian International School, New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"English, Office Management, Administration, Customer Service, Microsoft Office, Administration",1,3
Senior Dot Net Developer,Orient Egypt, Dokki,Full Time,Experienced,5+ Yrs of Exp,Giza,"ASP.NET, C#, javaScript, MVC, Entity Framework, Programming, Computer Science, jQuery, Information Technology (IT), SOAP, SQL",5,7
Senior Sales Engineer,Orient Egypt, Dokki,Full Time,Experienced,3-10 Yrs of Exp,Giza,"Engineering, HVAC, Mechanical, Electrical, ELV, Sales Skills, Sales Target, English, Technical Sales, Fire Fighting",3,10
Portuguese Teacher,AIESEC Cairo University, San Salvador,Full Time,Entry Level,1-2 Yrs of Exp,El Salvador,"Training, Instructor, Portuguese teaching, Languages teaching, Communication skills, Education/Teaching, Training/Instructor",1,2
Trader,Mubasher, Nasr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"stock market, Brokerage, Retail, Sales Skills, Accounting, Customer service, Customer Care, Accounting/Finance, Sales/Retail",3,7
Junior Network Engineer- ISP Operations,ServerHub, Dallas,Full Time,Experienced,3+ Yrs of Exp,United States,"Information Technology (IT), Computer Engineering, Networking, Operations, English, Communication Skills, Network Engineering",3,5
Resident Coordinator,Universities of Canada in Egypt, New Capital,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Computer skills, Administration, Administration, Operations/Management",2,3
Junior Accountant,EFS, New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Financial Analysis, English, Finance, Microsoft Office, Excel, PowerPoint, Accounting/Finance",2,4
Sales Account Manager,iTech Solutions, Maadi,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Sales Target, Account Management, Hardware, Communication Skills, Customer Service, Sales Skills, Software Industry, English",1,4
Junior UI/UX Designer,Yodawy, Mohandessin,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"UI/UX, Web Design, Information Technology (IT), Computer Science, SketchUp, Adobe Suite, Digital Product Design, iOS, Creative/Design/Art",0,1
Operations Manager Assistant,Confidential, Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Operations, Administration, Microsoft Office, Office Management, Communication, MS Office, English, Administration",0,2
Google Adwords Specialist - Cairo,MatsMall, Cairo,Full Time,Work From Home,1-3 Yrs of Exp,Egypt,"Marketing Campaigns, Social Media, Digital Marketing, SEO, E-marketing, Google Adwords, Google Ads, Shopify",1,3
Operations Business Analyst,Caduceus Lane, Alexandria,Full Time,Experienced,7+ Yrs of Exp,Egypt,"Business Analysis, Operations, Microsoft Office, Business Development, Operations/Management, Analyst/Research",7,9
Branch Manager - Furniture,Blend Furniture, Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Sales Skills, Sales Target, Indoor Sales, Microsoft Office, Retail, Furniture Sales, Sales System, English, Interior Design, Arabic",5,7
Collection Agent - Alexandria,HKDC-Alex, Smouha,Full Time,Entry Level,1+ Yrs of Exp,Alexandria,"Finance, Communication Skills, Computer Skills, Microsoft Office, Customer Service, Customer Care, Customer Support, Collection",1,3
Software Tester (Automation),Restart Technology, Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Testing, Quality Assurance, QA, QC, Quality Control, Selenium, Appium",2,4
Human Capital Manager (TA & OD),IGI-Group, 6th of October,Full Time,Manager,8-10 Yrs of Exp,Giza,"Recruitment, Human Resources (HR), Talent Acquisition, Human Capital Management, English, Performance Management, Organizational Development",8,10
Senior Software Tester Engineer,Channel IT Egypt, Maadi,Full Time,Experienced,5-6 Yrs of Exp,Cairo,"Software Engineering, Testing, Information Technology (IT), Software Development, Agile, Design, Automation, ISTQB, API",5,6
Front End Developer,Bites for Development, Giza,Full Time,Entry Level,1-4 Yrs of Exp,Egypt,"javaScript, Computer Science, Information Technology (IT), HTML5, CSS3, Agile, Git, SASS, LESS, APIs, RESTful, Jira",1,4
Sales Team Leader,property today egypt, New Cairo,Full Time,Manager,3-5 Yrs of Exp,Cairo,"Sales Target, Leadership, Presentation Skills, Sales Skills, Property Sales, Sales/Retail",3,5
Sales Executive (Legal Field),Confidential, Downtown,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Business Development, Litigation, Sales Skills, Sales Target, Microsoft Office, English, Arabic, Communication Skills, Corporate Sales",1,3
DevOps Developer R2,YELO, Sheraton,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Engineering, Git, MongoDB, Postgresql, AWS, Maven, Docker, Linux, Angular, CI/CD",3,5
Assistant Front End Angular Developer R1,YELO, Sheraton,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Computer Science, javaScript, Angular 7+, Angular CLI, JSON, RESTful APIs, HTML5, Core, DOM, BOM, SASS, CSS3",0,2
Accountant & Secretary,MGK for Import & Export, Bab Alshareya,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Accounting, Administration, Excel, Microsoft Office, Accounting/Finance, Administration",3,4
Senior HR Generalist,Qtrans Language Solutions, Heliopolis,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Personnel, Recruitment, English, Communication Skills, Microsoft Office, Selecting, Interviewing, Human Resources",4,6
Vendor Management Team Leader,Confidential, Heliopolis,Full Time,Work From Home,2-5 Yrs of Exp,Cairo,"2 Vacancies, Human Resources, Translation, Localization, Recruitment, Administration, Vendor Management, English, Writing",2,5
Front End Angular Developer R2,YELO, Sheraton,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Computer Science, javaScript, HTML5, Bootstrap, Agile, Git, SASS, JSON, Front-End, OOP, SOA, TFS, Flux/Redux",2,4
Java Developer - Entry level,YELO, Sheraton,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Computer Science, SQL, RESTful APIs, Spring, Computer Engineering, SOA, Java 8, IT/Software Development",0,1
Business Developer (B2B),Brand Key, Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Digital Marketing, Market Research, E-marketing, Sales Skills, Sales Target, Communication Skills, Selling Marketing Services, English",1,3
Assistant Java Developer R1,YELO, Sheraton,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Information Technology (IT), Computer Engineering, Software Development, DevOps, Design, Jenkins, JPA, SQL, RESTful APIs",0,2
Payable Accountant,Confidential, New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Payable Accounting, Real Estate, Tourism, Microsoft Office, Accounts Payable, Accounting/Finance",2,4
Finance Manager/Controller,CBRE GWS, New Cairo,Full Time,Experienced,7-15 Yrs of Exp,Cairo,"Accounting, Financial Management, Financial Analysis, Forecasting, Planning, Analytical, CMA, CPA, Accounting/Finance",7,15
Vendor Management Coordinator,Qtrans Language Solutions, Heliopolis,Internship,Entry Level,0 Yrs of Exp,Cairo,"Recruitment, Human Resources (HR), Administration, Translation, Localization, Interviewing, English, Vendor Coordinating, Writing",0,2
Java Spring Developer R2,YELO, Sheraton,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Software Development, OOP, SQL, Spring Boot, Maven, Docker, Information Technology (IT), EHcache, Redis, Kubernetes, DevOps",2,5
Facade Engineer,Confidential, New Cairo,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Facade, Civil Engineering, Revit, Architecture, Mechanical, AutoCAD, Engineering - Construction/Civil/Architecture",4,7
Receptionist,Artal Egypt, New Cairo,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Admin Work, Office Management, Computer Skills, Microsoft Office, Customer Service, Customer Care, Customer Support, Administration",1,4
Real Estate Property Consultant,The Address Investments for Real Estate Consultancy, New Cairo,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Real Estate, New Cairo, Sales Target, Sales Skills, English, Property Sales, Property Consultant, Customer Service/Support",0,1
Legal Affairs & Administrative Assistant,Monginis Bakery, Abu Rawash,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Administration, Office Management, Communication Skills, Law, Admin Work, English, MS PowerPoint, MS Excel, Microsoft Office",3,5
Web Graphic Designer,Better & Partners' Communications, Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Digital Marketing, Content, English, Web Design, Graphic Design, javaScript, Adobe Illustrator, CSS, HTML, Adobe Photoshop, Front-End",3,5
Sales Director,Quattro Business, Nasr City,Full Time,Senior Management,10+ Yrs of Exp,Cairo,"Management, Sales Skills, Real Estate, Sales Target, English, Sales/Retail",10,12
Senior Graphic Designer,Paymob Solutions, Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Adobe Photoshop, Image Design, Motion Graphic Design, 3ds Max, Adobe Creative Suite, After Effects, Fireworks, Creative/Design/Art",2,4
Customer Service Officer,Vitas Egypt, Nasr City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Customer Care, Customer Support, Sales, Marketing, Microsoft Office, Communication Skills, Customer Service/Support",0,2
Senior Marketing Specialist,Paymob Solutions, Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"E-marketing, English, International Projects, Fintech, Marketing/PR/Advertising, Media/Journalism/Publishing",3,5
General Manager,QETC Middle East, Maadi,Full Time,Shift Based,2+ Yrs of Exp,Cairo,"Communication, Planning, Leadership, English, Financial Management, Business Development, Sales, Marketing, Operations/Management",2,4
Art Director,Better & Partners' Communications, Cairo,Full Time,Manager,10+ Yrs of Exp,Egypt,"Adobe Illustrator, Graphic Design, English, Creative, Media, Arabic, Creative/Design/Art, Marketing/PR/Advertising",10,12
Area Sales Executive - Cairo,GLC, Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Males Only, Marketing, Colors, English, Chemicals, Painting, Sales Skills, Sales Target, Sales/Retail",1,3
Area Sales Executive - Alexandria,GLC, Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Males Only, Marketing, Colors, English, Chemicals, Painting, Sales Skills, Sales Target, Sales/Retail",1,3
Tax Accountant,Alexandria Trading and Engineering Bureau, Sidi Gaber,Full Time,Experienced,4-6 Yrs of Exp,Alexandria,"Financial Analysis, Finance, Taxes, Accounting/Finance, Logistics/Supply Chain",4,6
Maintenance Engineer (Electromechanical Engineer),L'azurde for Jewelry, Obour City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Mechanical Engineering, Manufacturing, Mechatronics, English, Auto CAD, Engineering - Construction/Civil/Architecture",3,5
Office Manager / Secretary / Traffic Controller,Better & Partners' Communications, New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"English, Arabic, Administration, Office Management, Operations, Advertising, Administration, Operations/Management",3,5
Sales Supervisor - Maadi,Confidential, Maadi,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Microsoft Word, Excel, Sales/Retail",5,10
Medical Specialist (Research) - Alexandria,Caduceus Lane, Alexandria,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Writing, Pharmacy, Analysis, Biomedical Sciences, Clinical Research, Medical/Healthcare, Analyst/Research, Pharmaceutical",3,5
Medical Representative - Cairo,Infomine Market Research, Cairo,Full Time,Entry Level,0 Yrs of Exp,Egypt,"Sales Skills, Science, Dentistry, Sales Target, Healthcare, Medical Sales, Pharmacy, Pharmaceutical, Medical/Healthcare",0,2
Microsoft Dynamics AX Consultant,Allamna Integrated Solutions, Heliopolis,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Microsoft Dynamics AX, ERP, AX, Computer Science, AX2012, Accounting, SQL, SSRS, Accounting/Finance",1,2
Vodafone Uk / Ireland Customer Service Agent,Majorel Egypt, 6th of October,Full Time,Entry Level,0-3 Yrs of Exp,Giza,"Customer Service, Customer Care, Customer Support, Telecommunication, Call Center, English, Customer Service/Support",0,3
Online B2B Sales Representative,Tyro, Maadi,Full Time,Work From Home,2-5 Yrs of Exp,Cairo,"Sales Skills, Sales Target, B2B, English, Online Sales, Business Development, Business Development, Sales/Retail",2,5
Business Analyst - Saudi Arabia,Leader, Riyadh,Full Time,Experienced,4+ Yrs of Exp,Saudi Arabia,"Arabic, Analyst, Information Technology (IT), English, Computer Science, IT/Software Development",4,6
Fashion Designer,Carina Wear, New Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Fashion Design, Research, Trends, Pattern, Garment Construction, Creative/Design/Art, Fashion",0,2
Admin Assistant - Internship,ARPUPLUS, Agouza,Internship,Entry Level,0-1 Yrs of Exp,Giza,"Secretary, Administration, Office Management, Microsoft Office, Customer Care, Customer Service, English, Administration",0,1
Senior Digital Marketing Executive,Wham Clinics, Sheikh Zayed,Full Time,Experienced,4-6 Yrs of Exp,Giza,"SEO, Social Media, Digital Marketing, E-marketing, SEM, B2C, Online Marketing, Google Adwords, Business Administration, Content",4,6
Quality Engineer,Ads Solution, Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Quality Assurance, Engineering, Jira, TFS, Communication, Mantis, QA, QC, Quality, Engineering - Other",1,3
Mechanical Engineer,Bariq/Raya Holding, 6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Mechanical Maintenance, Mechanical Power Engineering, Manufacturing, Engineering - Mechanical/Electrical",1,3
R&D Stability Pharmacist (Cairo),Orchidia Pharmaceutical Industries, Obour City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Pharmacy, Quality Control, Cosmetics, HPLC, DRA, Stability, Methodology, Validation, Pharmaceutical Science, R&D/Science, Pharmaceutical",2,4
Accountant,Quest mines, Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Finance, Financial Analysis, Financial Management, Accounting/Finance",3,5
iOS Developer,Ads Solution, Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Computer Science, iOS, Software Development, Swift, Mobile Development, Git, RESTful APIs, Design, MVVM",1,3
Electrical Engineer,Bariq/Raya Holding, 6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"PLC, FMCG, Plastic, Electronics, Engineering - Mechanical/Electrical",1,3
Accountant,Orchidia Pharmaceutical Industries, Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Accounting, Finance, Financial Analysis, Financial Management, Commerce, ERP, English, J.D. Edwards, Oracle, Accounting/Finance",2,4
